period,msn,seriesDescription,value,unit
2018,RFTCUUS,"Average Refiner Price of Residual Fuel Oil, Sales to End Users in Dollars per Gallon Excluding Taxes",1.662,Dollars per Gallon Excluding Taxes
2018,RFTCPUS,Residual Fuel Oil Product Supplied in Thousand Barrels per Day,317.562,Thousand Barrels per Day
2018,RFTCEUS,Residual Fuel Oil CO2 Emissions in Million Metric Tons of Carbon Dioxide,54.637,Million Metric Tons of Carbon Dioxide
2018,RFTCBUS,Residual Fuel Oil Product Supplied in Trillion Btu,728.728,Trillion Btu
2018,RFROPUS,Residual Fuel Oil Refinery and Blender Net Production in Thousand Barrels per Day,424.51,Thousand Barrels per Day
2018,RFPSPUS,"Residual Fuel Oil Stocks, End of Period in Million Barrels",28.314,Million Barrels
2018,RFL1PUS,"Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector in Thousand Barrels",12259.356,Thousand Barrels
2018,RFIMPUS,Residual Fuel Oil Imports in Thousand Barrels per Day,211.414,Thousand Barrels per Day
2018,RFICPUS,Residual Fuel Oil Consumed by the Industrial Sector in Thousand Barrels per Day,18.886,Thousand Barrels per Day
2018,RFICEUS,Residual Fuel Oil Industrial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,3.169,Million Metric Tons of Carbon Dioxide
2018,RFICBUS,Residual Fuel Oil Consumed by the Industrial Sector in Trillion Btu,43.34,Trillion Btu
2018,RFEXPUS,Residual Fuel Oil Exports in Thousand Barrels per Day,321.273,Thousand Barrels per Day
2018,RFERDUS,"Average Cost of Residual Fuel Receipts at Electric Generating Plants in Dollars per Million Btu, Including Taxes",12.97,"Dollars per Million Btu, Including Taxes"
2018,RFEPPUS,"Residual Fuel Oil Consumption for Electricity Generation, All Sectors in Thousand Barrels",12406.558,Thousand Barrels
2018,RFEKPUS,"Residual Fuel Oil Stocks, Electric Power Sector, End of Period in Thousand Barrels",8784.679,Thousand Barrels
2018,RFEIZUS,Residual Fuel Oil Consumed by the Electric Power Sector in Thousand Barrels per Day,34.1,Thousand Barrels per Day
2018,RFEIPUS,"Residual Fuel Oil Consumption for Electricity Generation and Useful Thermal Output, Electric Power Sector in Thousand Barrels",12446.482,Thousand Barrels
2018,RFEIEUS,Residual Fuel Oil Electric Power Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,5.876,Million Metric Tons of Carbon Dioxide
2018,RFEIBUS,Residual Fuel Oil Consumed by the Electric Power Sector in Trillion Btu,78.251,Trillion Btu
2018,RFECPUS,"Residual Fuel Oil Consumption for Electricity Generation and Useful Thermal Output, All Sectors in Thousand Barrels",13584.382,Thousand Barrels
2018,RFCCPUS,Residual Fuel Oil Consumed by the Commercial Sector in Thousand Barrels per Day,1.354,Thousand Barrels per Day
2018,RFCCEUS,Residual Fuel Oil Commercial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,.233,Million Metric Tons of Carbon Dioxide
2018,RFCCBUS,Residual Fuel Oil Consumed by the Commercial Sector in Trillion Btu,3.106,Trillion Btu
2018,RFACPUS,Residual Fuel Oil Consumed by the Transportation Sector in Thousand Barrels per Day,263.222,Thousand Barrels per Day
2018,RFACEUS,Residual Fuel Oil Transportation Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,45.359,Million Metric Tons of Carbon Dioxide
2018,RFACBUS,Residual Fuel Oil Consumed by the Transportation Sector in Trillion Btu,604.031,Trillion Btu
2018,RETCBUS,Total Renewable Energy Consumption in Trillion Btu,7526.065,Trillion Btu
2018,RERCBUS,Total Renewable Energy Consumed by the Residential Sector in Trillion Btu,689.469,Trillion Btu
2018,REPRBUS,Total Renewable Energy Production in Trillion Btu,7735.699,Trillion Btu
2018,REPFBUS,"Renewable Energy Production, Fossil Fuel Equivalent in Trillion Btu",11571.038,Trillion Btu
2018,REL9PUS,"Renewable Energy Electric Power Sector, Net Summer Capacity  in Million Kilowatts",214.826,Million Kilowatts
2018,REICBUS,Total Renewable Energy Consumed by the Industrial Sector in Trillion Btu,2488.977,Trillion Btu
2018,REI9PUS,"Renewable Energy Industrial Sector, Net Summer Capacity  in Million Kilowatts",6.204,Million Kilowatts
2018,REGBPUS,"Renewable Energy, Net Summer Capacity  in Million Kilowatts",222.345,Million Kilowatts
2018,REFFBUS,"Renewable Energy Consumption, Fossil Fuel Equivalent in Trillion Btu",11361.404,Trillion Btu
2018,REEIBUS,Total Renewable Energy Consumed by the Electric Power Sector in Trillion Btu,2689.081,Trillion Btu
2018,RECCBUS,Total Renewable Energy Consumed by the Commercial Sector in Trillion Btu,202.812,Trillion Btu
2018,REC9PUS,"Renewable Energy Commercial Sector, Net Summer Capacity  in Million Kilowatts",1.316,Million Kilowatts
2018,REACBUS,Total Biomass Energy Consumed by the Transportation Sector in Trillion Btu,1455.725,Trillion Btu
2018,RCRTUUS,"Regular Motor Gasoline, Conventional Gasoline Areas, Average Retail Price in Dollars per Gallon Including Taxes",2.631,Dollars per Gallon Including Taxes
2018,RBWHUUS,"Average Refiner Price of Residual Fuel Oil, Sulfur Content Less Than or Equal to 1 Percent, Sales for Resale in Dollars per Gallon Excluding Taxes",1.397,Dollars per Gallon Excluding Taxes
2018,RBTCUUS,"Average Refiner Price of Residual Fuel Oil, Sulfur Content Less Than or Equal to 1 Percent, Sales to End Users in Dollars per Gallon Excluding Taxes",Withheld,Dollars per Gallon Excluding Taxes
2018,RAIMUUS,"Average Refiner Acquisition Cost of Crude Oil, Imported in Dollars per Barrel",60.95,Dollars per Barrel
2018,RADMUUS,"Average Refiner Acquisition Cost of Crude Oil, Domestic in Dollars per Barrel",67.05,Dollars per Barrel
2018,RACPUUS,"Average Refiner Acquisition Cost of Crude Oil, Composite in Dollars per Barrel",64.38,Dollars per Barrel
2018,PZTCPUS,Propane/Propylene Product Supplied in Thousand Barrels per Day,1199.042,Thousand Barrels per Day
2018,PZTCBUS,Propane/Propylene Product Supplied in Trillion Btu,1680.333,Trillion Btu
2018,PZROPUS,Propane/Propylene Refinery and Blender Net Production in Thousand Barrels per Day,594.189,Thousand Barrels per Day
2018,PZPSPUS,Propane/Propylene Stocks in Million Barrels,65.528,Million Barrels
2018,PZIMPUS,Propane/Propylene Imports in Thousand Barrels per Day,156.756,Thousand Barrels per Day
2018,PZICPUS,Propane/Propylene Consumed by the Industrial Sector in Thousand Barrels per Day,703.218,Thousand Barrels per Day
2018,PZICBUS,Propane/Propylene Consumed by the Industrial Sector in Trillion Btu,985.206,Trillion Btu
2018,PZEXPUS,Propane Exports in Thousand Barrels per Day,949.301,Thousand Barrels per Day
2018,PYTCPUS,Propylene Product Supplied in Thousand Barrels per Day,311.211,Thousand Barrels per Day
2018,PYTCBUS,Propylene Product Supplied in Trillion Btu,435.625,Trillion Btu
2018,PYROPUS,Propylene Refinery and Blender Net Production in Thousand Barrels per Day,292.838,Thousand Barrels per Day
2018,PYPSPUS,Propylene Stocks in Million Barrels,1.79,Million Barrels
2018,PYIMPUS,Propylene Imports in Thousand Barrels per Day,17.605,Thousand Barrels per Day
2018,PYICPUS,Propylene Consumed by the Industrial Sector in Thousand Barrels per Day,311.211,Thousand Barrels per Day
2018,PYICBUS,Propylene Consumed by the Industrial Sector in Trillion Btu,435.625,Trillion Btu
2018,PUUCUUS,"Unleaded Premium Gasoline, U.S. City Average Retail Price in Dollars per Gallon Including Taxes",3.27,Dollars per Gallon Including Taxes
2018,PTEIPUS,"Total Petroleum Consumption for Electricity Generation and Useful Thermal Output, Electric Power Sector in Thousand Barrels",46012.736,Thousand Barrels
2018,PRWHUUS,Average Refiner Price of Propane (Consumer Grade) for Resale in Dollars per Gallon Excluding Taxes,.877,Dollars per Gallon Excluding Taxes
2018,PRTCUUS,Average Refiner Price of Propane (Consumer Grade) to End Users in Dollars per Gallon Excluding Taxes,.925,Dollars per Gallon Excluding Taxes
2018,PQTCPUS,Propane Product Supplied in Thousand Barrels per Day,887.831,Thousand Barrels per Day
2018,PQTCBUS,Propane Product Supplied in Trillion Btu,1244.708,Trillion Btu
2018,PQROPUS,Propane Refinery and Blender Net Production in Thousand Barrels per Day,301.351,Thousand Barrels per Day
2018,PQPSPUS,Propane Stocks in Million Barrels,63.738,Million Barrels
2018,PQIMPUS,Propane Imports in Thousand Barrels per Day,139.151,Thousand Barrels per Day
2018,PQICPUS,Propane Consumed by the Industrial Sector in Thousand Barrels per Day,392.007,Thousand Barrels per Day
2018,PQICBUS,Propane Consumed by the Industrial Sector in Trillion Btu,549.58,Trillion Btu
2018,PNPRPUS,Total Petroleum Field Production in Thousand Barrels per Day,15328.823,Thousand Barrels per Day
2018,PMTCEUS,"Petroleum, Excluding Biofuels, CO2 Emissions in Million Metric Tons of Carbon Dioxide",2377.323,Million Metric Tons of Carbon Dioxide
2018,PMTCBUS,Petroleum Consumption (Excluding Biofuels) in Trillion Btu,36891.82,Trillion Btu
2018,PMNIBUS,"Total Petroleum, Excluding Biofuels, Net Imports in Quadrillion Btu",7.066035,Quadrillion Btu
2018,PMIMBUS,"Total Petroleum, Excluding Biofuels, Imports in Trillion Btu",21500.533,Trillion Btu
2018,PMICEUS,"Petroleum, Excluding Biofuels, Industrial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide",361.824,Million Metric Tons of Carbon Dioxide
2018,PMICBUS,Petroleum Consumed by the Industrial Sector (Excluding Biofuels) in Trillion Btu,8747.078,Trillion Btu
2018,PMEXBUS,"Total Petroleum, Excluding Biofuels, Exports in Trillion Btu",14434.498,Trillion Btu
2018,PMCCEUS,"Petroleum, Excluding Biofuels, Commercial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide",59.472,Million Metric Tons of Carbon Dioxide
2018,PMCCBUS,Petroleum Consumed by the Commercial Sector (Excluding Biofuels) in Trillion Btu,844.742,Trillion Btu
2018,PMACEUS,"Petroleum, Excluding Biofuels, Transportation Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide",1863.723,Million Metric Tons of Carbon Dioxide
2018,PMACBUS,Petroleum Consumed by the Transportation Sector (Excluding Biofuels) in Trillion Btu,26017.298,Trillion Btu
2018,PHVHNUS,Plug-In Hybrid Electric Light-Duty Vehicles in Thousands of Registered Vehicles,491.195,Thousands of Registered Vehicles
2018,PHMIRUS,Plug-In Hybrid Electric Light-Duty Vehicles in Miles per Vehicle,9245,Miles per Vehicle
2018,PFNFPUS,Petrochemical Feedstocks Non-Combustion Consumption in Thousand Barrels per Day,392.663,Thousand Barrels per Day
2018,PFNFBUS,Petrochemical Feedstocks Non-Combustion Consumption in Quadrillion Btu,.793589,Quadrillion Btu
2018,PCTCPUS,Petroleum Coke Product Supplied in Thousand Barrels per Day,326.896,Thousand Barrels per Day
2018,PCTCKUS,Petroleum Coke Consumption Heat Content in Million Btu per Barrel,6.122,Million Btu per Barrel
2018,PCTCEUS,Petroleum Coke CO2 Emissions in Million Metric Tons of Carbon Dioxide,72.712,Million Metric Tons of Carbon Dioxide
2018,PCTCBUS,Petroleum Coke Product Supplied in Trillion Btu,730.46,Trillion Btu
2018,PCNFPUS,Petroleum Coke Non-Combustion Consumption in Thousand Barrels per Day,22.114,Thousand Barrels per Day
2018,PCNFBUS,Petroleum Coke Non-Combustion Consumption in Quadrillion Btu,.046161,Quadrillion Btu
2018,PCMIRUS,"Light-Duty Vehicles, Short Wheelbase Mileage in Miles per Vehicle",11576,Miles per Vehicle
2018,PCL1MUS,"Petroleum Coke Consumption for Electricity Generation, Electric Power Sector in Thousand Short Tons",3443.738,Thousand Short Tons
2018,PCICPUS,Petroleum Coke Consumed by the Industrial Sector in Thousand Barrels per Day,278.111,Thousand Barrels per Day
2018,PCICEUS,Petroleum Coke Industrial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,62.313,Million Metric Tons of Carbon Dioxide
2018,PCICBUS,Petroleum Coke Consumed by the Industrial Sector in Trillion Btu,628.623,Trillion Btu
2018,PCFRRUS,"Light-Duty Vehicles, Short Wheelbase Fuel Economy in Miles per Gallon",24.4,Miles per Gallon
2018,PCFCRUS,"Light-Duty Vehicles, Short Wheelbase Fuel Consumption in Gallons per Vehicle",475,Gallons per Vehicle
2018,PCERDUS,"Average Cost of Petroleum Coke Receipts at Electric Generating Plants in Dollars per Million Btu, Including Taxes",2.54,"Dollars per Million Btu, Including Taxes"
2018,PCEPMUS,"Petroleum Coke Consumption for Electricity Generation, All Sectors in Thousand Short Tons",3622.635,Thousand Short Tons
2018,PCEKMUS,"Petroleum Coke Stocks, Electric Power Sector, End of Period in Thousand Short Tons",539.494,Thousand Short Tons
2018,PCEIZUS,Petroleum Coke Consumed by the Electric Power Sector in Thousand Barrels per Day,48.616,Thousand Barrels per Day
2018,PCEIMUS,"Petroleum Coke Consumption for Electricity Generation and Useful Thermal Output, Electric Power Sector in Thousand Short Tons",3548.943,Thousand Short Tons
2018,PCEIEUS,Petroleum Coke Electric Power Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,10.363,Million Metric Tons of Carbon Dioxide
2018,PCEIBUS,Petroleum Coke Consumed by the Electric Power Sector in Trillion Btu,101.482,Trillion Btu
2018,PCECMUS,"Petroleum Coke Consumption for Electricity Generation and Useful Thermal Output, All Sectors in Thousand Short Tons",4552.005,Thousand Short Tons
2018,PCCCPUS,Petroleum Coke Consumed by the Commercial Sector in Thousand Barrels per Day,.17,Thousand Barrels per Day
2018,PCCCEUS,Petroleum Coke Commercial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,.036,Million Metric Tons of Carbon Dioxide
2018,PCCCBUS,Petroleum Coke Consumed by the Commercial Sector in Trillion Btu,.354,Trillion Btu
2018,PATWPUS,"Wells Drilled, Crude Oil in Number",14486,Number
2018,PATCPUS,"Petroleum Products Supplied/Consumption, United States in Thousand Barrels per Day",20511.589,Thousand Barrels per Day
2018,PATCKUS,"Petroleum Consumption, Total Heat Content in Million Btu per Barrel",5.122,Million Btu per Barrel
2018,PATCBUS,Total Petroleum Products Supplied in Trillion Btu,38350.772,Trillion Btu
2018,PASCPUS,Petroleum Stock Change in Thousand Barrels per Day,44.045,Thousand Barrels per Day
2018,PAROPUS,Total Petroleum Refinery and Blender Net Production in Thousand Barrels per Day,20692.882,Thousand Barrels per Day
2018,PARIPUS,Total Petroleum Refinery and Blender Net Inputs in Thousand Barrels per Day,19554.764,Thousand Barrels per Day
2018,PARCPUS,Total Petroleum Consumed by the Residential Sector in Thousand Barrels per Day,606.214,Thousand Barrels per Day
2018,PARCKUS,"Petroleum Consumption, Residential Sector Heat Content in Million Btu per Barrel",4.62,Million Btu per Barrel
2018,PARCEUS,Petroleum Residential Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,70.087,Million Metric Tons of Carbon Dioxide
2018,PARCBUS,Total Petroleum Consumed by the Residential Sector in Trillion Btu,1022.352,Trillion Btu
2018,PAPSPUS,"Petroleum Stocks, United States, End of Period in Million Barrels",1908.077,Million Barrels
2018,PAPRPUS,"Crude Oil Production, Total in Thousand Barrels per Day",10959.472,Thousand Barrels per Day
2018,PAPRPAK,"Crude Oil Production, Alaska in Thousand Barrels per Day",478.907,Thousand Barrels per Day
2018,PAPRP48,"Crude Oil Production, 48 States in Thousand Barrels per Day",10480.565,Thousand Barrels per Day
2018,PAPRBUS,Crude Oil Production in Trillion Btu,22825.183,Trillion Btu
2018,PANRPUS,"Crude Oil Rotary Rigs in Operation, Total in Number of Rigs",841,Number of Rigs
2018,PANQSUS,Petroleum Net Imports as Share of Products Supplied in Percent,11.4,Percent
2018,PANIVUS,Petroleum Balance in Million Dollars,-69778,Million Dollars
2018,PANIPUS,Petroleum Net Imports in Thousand Barrels per Day,2341.344,Thousand Barrels per Day
2018,PANFPUS,Total Petroleum Non-Combustion Consumption in Thousand Barrels per Day,3319.538,Thousand Barrels per Day
2018,PANFBUS,Total Petroleum Non-Combustion Consumption in Quadrillion Btu,4.910092,Quadrillion Btu
2018,PAL9SUS,"Petroleum Electric Power Sector Generating Units, Capacity Factor in Percent",6.4,Percent
2018,PAL9PUS,"Petroleum Electric Power Sector, Net Summer Capacity in Million Kilowatts",30.834,Million Kilowatts
2018,PAL1PUS,"Total Petroleum Consumption for Electricity Generation, Electric Power Sector in Thousand Barrels",45030.001,Thousand Barrels
2018,PAIQSUS,Petroleum Imports as Share of Products Supplied in Percent,48.5,Percent
2018,PAIQSPG,Petroleum Imports From Persian Gulf as Share of Products Supplied in Percent,7.7,Percent
2018,PAIQSOP,Petroleum Imports From OPEC as Share of Products Supplied in Percent,14.1,Percent
2018,PAIMVUS,Petroleum Imports in Million Dollars,219493,Million Dollars
2018,PAIMSPG,Petroleum Imports From Persian Gulf as Share of Total Imports in Percent,15.9,Percent
2018,PAIMSOP,Petroleum Imports From OPEC as Share of Total Imports in Percent,29,Percent
2018,PAIMPVI,Petroleum Imports From U.S. Virgin Islands in Thousand Barrels per Day,No Data Reported,Thousand Barrels per Day
2018,PAIMPVE,Petroleum Imports From Venezuela in Thousand Barrels per Day,586.014,Thousand Barrels per Day
2018,PAIMPUS,Total Petroleum Imports in Thousand Barrels per Day,9942.581,Thousand Barrels per Day
2018,PAIMPUK,Petroleum Imports From United Kingdom in Thousand Barrels per Day,145.674,Thousand Barrels per Day
2018,PAIMPUA,Petroleum Imports from United Arab Emirates in Thousand Barrels per Day,58.389,Thousand Barrels per Day
2018,PAIMPSA,Petroleum Imports From Saudi Arabia in Thousand Barrels per Day,900.647,Thousand Barrels per Day
2018,PAIMPRU,Petroleum Imports From Russia in Thousand Barrels per Day,375.37,Thousand Barrels per Day
2018,PAIMPPG,Petroleum Imports From Persian Gulf in Thousand Barrels per Day,1577.553,Thousand Barrels per Day
2018,PAIMPOT,Petroleum Imports From Other Non-OPEC in Thousand Barrels per Day,861.868,Thousand Barrels per Day
2018,PAIMPOP,Petroleum Imports From Total OPEC in Thousand Barrels per Day,2887.682,Thousand Barrels per Day
2018,PAIMPOO,Petroleum Imports From Other OPEC in Thousand Barrels per Day,321.134,Thousand Barrels per Day
2018,PAIMPNT,Petroleum Imports From Total Non-OPEC Countries in Thousand Barrels per Day,7054.899,Thousand Barrels per Day
2018,PAIMPNO,Petroleum Imports From Norway in Thousand Barrels per Day,94.318,Thousand Barrels per Day
2018,PAIMPNL,Petroleum Imports From Netherlands in Thousand Barrels per Day,62.496,Thousand Barrels per Day
2018,PAIMPNI,Petroleum Imports From Nigeria in Thousand Barrels per Day,189.277,Thousand Barrels per Day
2018,PAIMPMX,Petroleum Imports From Mexico in Thousand Barrels per Day,719.488,Thousand Barrels per Day
2018,PAIMPLY,Petroleum Imports From Libya in Thousand Barrels per Day,56.208,Thousand Barrels per Day
2018,PAIMPKU,Petroleum Imports From Kuwait in Thousand Barrels per Day,78.671,Thousand Barrels per Day
2018,PAIMPIQ,Petroleum Imports From Iraq in Thousand Barrels per Day,520.844,Thousand Barrels per Day
2018,PAIMPEN,Petroleum Imports from Ecuador in Thousand Barrels per Day,0,Thousand Barrels per Day
2018,PAIMPCN,Petroleum Imports From Canada in Thousand Barrels per Day,4291.781,Thousand Barrels per Day
2018,PAIMPCL,Petroleum Imports From Colombia in Thousand Barrels per Day,332.945,Thousand Barrels per Day
2018,PAIMPBZ,Petroleum Imports From Brazil in Thousand Barrels per Day,170.959,Thousand Barrels per Day
2018,PAIMPAG,Petroleum Imports From Algeria in Thousand Barrels per Day,176.499,Thousand Barrels per Day
2018,PAIMKUS,Crude Oil and Petroleum Products Imports Heat Content in Million Btu per Barrel,5.938,Million Btu per Barrel
2018,PAICPUS,Total Petroleum Consumed by the Industrial Sector in Thousand Barrels per Day,5148.901,Thousand Barrels per Day
2018,PAICKUS,"Petroleum Consumption, Industrial Sector Heat Content in Million Btu per Barrel",4.664,Million Btu per Barrel
2018,PAICBUS,Total Petroleum Consumed by the Industrial Sector in Trillion Btu,8765.812,Trillion Btu
2018,PAI9SUS,"Petroleum Industrial Sector Generating Units, Capacity Factor in Percent",26.2,Percent
2018,PAI9PUS,"Petroleum Industrial Sector, Net Summer Capacity in Million Kilowatts",.561,Million Kilowatts
2018,PAI5PUS,"Electricity Net Generation From Petroleum, Industrial Sector in Million Kilowatthours",1157.358,Million Kilowatthours
2018,PAI3PUS,"Petroleum Consumption for Electricity Generation and Useful Thermal Output, Industrial Sector in Thousand Barrels",7294.277,Thousand Barrels
2018,PAI1PUS,"Petroleum Consumption for Electricity Generation, Industrial Sector in Thousand Barrels",1418.046,Thousand Barrels
2018,PAGVBUS,U.S. Government Petroleum Consumption in Trillion Btu,560,Trillion Btu
2018,PAGLPUS,Petroleum Processing Gain in Thousand Barrels per Day,1138.118,Thousand Barrels per Day
2018,PAGBPUS,"Petroleum, Net Summer Capacity in Million Kilowatts",32.218,Million Kilowatts
2018,PAEXVUS,Petroleum Exports in Million Dollars,149715,Million Dollars
2018,PAEXPUS,Total Petroleum Exports in Thousand Barrels per Day,7601.236,Thousand Barrels per Day
2018,PAEXPUK,Petroleum Exports to United Kingdom in Thousand Barrels per Day,272.149,Thousand Barrels per Day
2018,PAEXPSN,Petroleum Exports to Singapore in Thousand Barrels per Day,185.323,Thousand Barrels per Day
2018,PAEXPSK,Petroleum Exports to South Korea in Thousand Barrels per Day,381.579,Thousand Barrels per Day
2018,PAEXPOT,Petroleum Exports to Other Countries in Thousand Barrels per Day,2669.75,Thousand Barrels per Day
2018,PAEXPNL,Petroleum Exports to Netherlands in Thousand Barrels per Day,337.098,Thousand Barrels per Day
2018,PAEXPMX,Petroleum Exports to Mexico in Thousand Barrels per Day,1194.415,Thousand Barrels per Day
2018,PAEXPJA,Petroleum Exports to Japan in Thousand Barrels per Day,466.105,Thousand Barrels per Day
2018,PAEXPIH,Petroleum Exports to India in Thousand Barrels per Day,297.348,Thousand Barrels per Day
2018,PAEXPCN,Petroleum Exports to Canada in Thousand Barrels per Day,1023.529,Thousand Barrels per Day
2018,PAEXPCH,Petroleum Exports to China in Thousand Barrels per Day,374.334,Thousand Barrels per Day
2018,PAEXPBZ,Petroleum Exports to Brazil in Thousand Barrels per Day,399.607,Thousand Barrels per Day
2018,PAEXKUS,Crude Oil and Petroleum Products Exports Heat Content in Million Btu per Barrel,5.259,Million Btu per Barrel
2018,PAETPUS,"Electricity Net Generation From Petroleum, All Sectors in Million Kilowatthours",25225.628,Million Kilowatthours
2018,PAETKUS,Approximate Petroleum Heat Rate in Btu per Kilowatthour,11095,Btu per Kilowatthour
2018,PAERDUS,"Average Cost of Total Petroleum Receipts at Electric Generating Plants in Dollars per Million Btu, Including Taxes",9.68,"Dollars per Million Btu, Including Taxes"
2018,PAEPPUS,"Total Petroleum Consumption for Electricity Generation, All Sectors in Thousand Barrels",46727.473,Thousand Barrels
2018,PAEKPUS,"Total Petroleum Stocks, Electric Power Sector, End of Period in Thousand Barrels",28674.22,Thousand Barrels
2018,PAEIZUS,Total Petroleum Consumed by the Electric Power Sector in Thousand Barrels per Day,120.981,Thousand Barrels per Day
2018,PAEIKUS,"Petroleum Consumption, Electric Power Sector Heat Content in Million Btu per Barrel",5.896,Million Btu per Barrel
2018,PAEIEUS,Petroleum Electric Power Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,22.216,Million Metric Tons of Carbon Dioxide
2018,PAEIBUS,Total Petroleum Consumed by the Electric Power Sector in Trillion Btu,260.35,Trillion Btu
2018,PAEGPUS,"Electricity Net Generation From Petroleum, Electric Power Sector in Million Kilowatthours",23928.476,Million Kilowatthours
2018,PAECPUS,"Total Petroleum Consumption for Electricity Generation and Useful Thermal Output, All Sectors in Thousand Barrels",53988.149,Thousand Barrels
2018,PACCPUS,Total Petroleum Consumed by the Commercial Sector in Thousand Barrels per Day,479.646,Thousand Barrels per Day
2018,PACCKUS,"Petroleum Consumption, Commercial Sector Heat Content in Million Btu per Barrel",4.971,Million Btu per Barrel
2018,PACCBUS,Total Petroleum Consumed by the Commercial Sector in Trillion Btu,870.219,Trillion Btu
2018,PACASUS,"Petroleum Generating Units, Capacity Factor in Percent",6.6,Percent
2018,PAC9SUS,"Petroleum Commercial Sector Generating Units, Capacity Factor in Percent",.7,Percent
2018,PAC9PUS,"Petroleum Commercial Sector, Net Summer Capacity in Million Kilowatts",.824,Million Kilowatts
2018,PAC5PUS,"Electricity Net Generation From Petroleum, Commercial Sector in Million Kilowatthours",139.794,Million Kilowatthours
2018,PAC3PUS,"Petroleum Consumption for Electricity Generation and Useful Thermal Output, Commercial Sector in Thousand Barrels",681.136,Thousand Barrels
2018,PAC1PUS,"Petroleum Consumption for Electricity Generation, Commercial Sector in Thousand Barrels",279.426,Thousand Barrels
2018,PAAJPUS,Petroleum Adjustments in Thousand Barrels per Day,513.533,Thousand Barrels per Day
2018,PAACPUS,Total Petroleum Consumed by the Transportation Sector in Thousand Barrels per Day,14155.848,Thousand Barrels per Day
2018,PAACKUS,"Petroleum Consumption, Transportation Sector Heat Content in Million Btu per Barrel",5.309,Million Btu per Barrel
2018,PAACBUS,Total Petroleum Consumed by the Transportation Sector in Trillion Btu,27432.039,Trillion Btu
2018,OTNFPUS,Other Petroleum Non-Combusiton Consumption in Thousand Barrels per Day,103.447,Thousand Barrels per Day
2018,OTNFBUS,Other Petroleum Non-Combustion Consumption in Quadrillion Btu,.218418,Quadrillion Btu
2018,OTL1BUS,"Other Consumption for Electricity Generation, Electric Power Sector in Trillion Btu",124.893,Trillion Btu
2018,OTI3BUS,"Other Consumption for Electricity Generation and Useful Thermal Output, Industrial Sector in Trillion Btu",61.955,Trillion Btu
2018,OTI1BUS,"Other Consumption for Electricity Generation, Industrial Sector in Trillion Btu",46.355,Trillion Btu
2018,OTGVBUS,U.S. Government Purchased Steam and Other Energy Consumption in Trillion Btu,23.6,Trillion Btu
2018,OTEPBUS,"Other Consumption for Electricity Generation, All Sectors in Trillion Btu",189.979,Trillion Btu
2018,OTEIBUS,"Other Consumption for Electricity Generation and Useful Thermal Output, Electric Power Sector in Trillion Btu",136.275,Trillion Btu
2018,OTECBUS,"Other Consumption for Electricity Generation and Useful Thermal Output, All Sectors in Trillion Btu",225.909,Trillion Btu
2018,OPTCPUS,Other Products Supplied in Thousand Barrels per Day,1209.838,Thousand Barrels per Day
2018,OPTCEUS,Other Petroleum Products CO2 Emissions in Million Metric Tons of Carbon Dioxide,127.146,Million Metric Tons of Carbon Dioxide
2018,OPTCBUS,Other Products Supplied in Trillion Btu,2630.062,Trillion Btu
2018,OPROPUS,Other Petroleum Products Refinery and Blender Net Production in Thousand Barrels per Day,2598.942,Thousand Barrels per Day
2018,OPPSPUS,Other Products Stocks in Million Barrels,176.015,Million Barrels
2018,OPIMPUS,Other Petroleum Products Imports in Thousand Barrels per Day,1421.83,Thousand Barrels per Day
2018,OPICPUS,Other Petroleum Products Consumed by the Industrial Sector in Thousand Barrels per Day,1209.838,Thousand Barrels per Day
2018,OPICEUS,Other Petroleum Products Industrial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,127.146,Million Metric Tons of Carbon Dioxide
2018,OPICBUS,Other Petroleum Products Consumed by the Industrial Sector in Trillion Btu,2630.062,Trillion Btu
2018,OPEXPUS,Other Petroleum Products Exports in Thousand Barrels per Day,1240.052,Thousand Barrels per Day
2018,OPACPUS,Other Products Consumed by the Transportation Sector in Thousand Barrels per Day,Not Available,Thousand Barrels per Day
2018,OPACBUS,Other Products Consumed by the Transportation Sector in Trillion Btu,Not Available,Trillion Btu
2018,OMNIVUS,Non-Energy Balance in Million Dollars,-828500,Million Dollars
2018,OLRIPUS,Other Liquids Refinery and Blender Net Inputs in Thousand Barrels per Day,2010.819,Thousand Barrels per Day
2018,OLL1PUS,"Other Petroleum Liquids Consumption for Electricity Generation, Electric Power Sector in Thousand Barrels",1756.625,Thousand Barrels
2018,OLEPPUS,"Other Petroleum Liquids Consumption for Electricity Generation, All Sectors in Thousand Barrels",1984.958,Thousand Barrels
